Cinema,Latitude,Longitude,Number of Records,Number,Screens,Seatss,Year
רב פאר,32.0947814,34.7764009,1,64,4,0,2005
רב פאר,32.0947814,34.7764009,1,64,4,0,2006
רב פאר,32.0947814,34.7764009,1,64,4,0,2007
שדרות,32.0656165,34.7750563,1,67,1,270,1938
שדרות,32.0656165,34.7750563,1,67,1,270,1939
שדרות,32.0656165,34.7750563,1,67,1,270,1940
שדרות,32.0656165,34.7750563,1,67,1,270,1941
שדרות,32.0656165,34.7750563,1,67,1,270,1942
שדרות,32.0656165,34.7750563,1,67,1,270,1943
שדרות,32.0656165,34.7750563,1,67,1,270,1944
שדרות,32.0656165,34.7750563,1,67,1,270,1945
שדרות,32.0656165,34.7750563,1,67,1,270,1946
שדרות,32.0656165,34.7750563,1,67,1,270,1947
שדרות,32.0656165,34.7750563,1,67,1,270,1948
שדרות,32.0656165,34.7750563,1,67,1,270,1949
שדרות,32.0656165,34.7750563,1,67,1,270,1950
שדרות,32.0656165,34.7750563,1,67,1,270,1951
שדרות,32.0656165,34.7750563,1,67,1,270,1952
שדרות,32.0656165,34.7750563,1,67,1,270,1953
שדרות,32.0656165,34.7750563,1,67,1,270,1954
שדרות,32.0656165,34.7750563,1,67,1,270,1955
שדרות,32.0656165,34.7750563,1,67,1,270,1956
שדרות,32.0656165,34.7750563,1,67,1,270,1957
שדרות,32.0656165,34.7750563,1,67,1,270,1958
שדרות,32.0656165,34.7750563,1,67,1,270,1959
שדרות,32.0656165,34.7750563,1,67,1,270,1960
שדרות,32.0656165,34.7750563,1,67,1,270,1961
שדרות,32.0656165,34.7750563,1,67,1,270,1962
שדרות,32.0656165,34.7750563,1,67,1,270,1963
שדרות,32.0656165,34.7750563,1,67,1,270,1964
שדרות,32.0656165,34.7750563,1,67,1,270,1965
שדרות,32.0656165,34.7750563,1,67,1,270,1966
שדרות,32.0656165,34.7750563,1,67,1,270,1967
שדרות,32.0656165,34.7750563,1,67,1,270,1968
שדרות,32.0656165,34.7750563,1,67,1,270,1969
שדרות,32.0656165,34.7750563,1,67,1,270,1970
שדרות,32.0656165,34.7750563,1,67,1,270,1971
שדרות,32.0656165,34.7750563,1,67,1,270,1972
שדרות,32.0656165,34.7750563,1,67,1,270,1973
שדרות,32.0656165,34.7750563,1,67,1,270,1974
שדרות,32.0656165,34.7750563,1,67,1,270,1975
שדרות,32.0656165,34.7750563,1,67,1,270,1976
שדרות,32.0656165,34.7750563,1,67,1,270,1977
שדרות,32.0656165,34.7750563,1,67,1,270,1978
שחף,32.0859085,34.7677613,1,68,3,0,1975
שחף,32.0859085,34.7677613,1,68,3,0,1976
שחף,32.0859085,34.7677613,1,68,3,0,1977
שחף,32.0859085,34.7677613,1,68,3,0,1978
שחף,32.0859085,34.7677613,1,68,3,0,1979
שחף,32.0859085,34.7677613,1,68,3,0,1980
שחף,32.0859085,34.7677613,1,68,3,0,1981
שחף,32.0859085,34.7677613,1,68,3,0,1982
שחף,32.0859085,34.7677613,1,68,3,0,1983
שחף,32.0859085,34.7677613,1,68,3,0,1984
שחף,32.0859085,34.7677613,1,68,3,0,1985
שחף,32.0859085,34.7677613,1,68,3,0,1986
שחף,32.0859085,34.7677613,1,68,3,0,1987
שחף,32.0859085,34.7677613,1,68,3,0,1988
שחף,32.0859085,34.7677613,1,68,3,0,1989
שחף,32.0859085,34.7677613,1,68,3,0,1990
שלהבת,32.0462877,34.8043824,1,69,1,628,1940
שלהבת,32.0462877,34.8043824,1,69,1,628,1941
שלהבת,32.0462877,34.8043824,1,69,1,628,1942
שלהבת,32.0462877,34.8043824,1,69,1,628,1943
שלהבת,32.0462877,34.8043824,1,69,1,628,1944
שלהבת,32.0462877,34.8043824,1,69,1,628,1945
שלהבת,32.0462877,34.8043824,1,69,1,628,1946
שלהבת,32.0462877,34.8043824,1,69,1,628,1947
שלהבת,32.0462877,34.8043824,1,69,1,628,1948
שלהבת,32.0462877,34.8043824,1,69,1,628,1949
שלהבת,32.0462877,34.8043824,1,69,1,628,1950
שלהבת,32.0462877,34.8043824,1,69,1,628,1951
שלהבת,32.0462877,34.8043824,1,69,1,628,1952
שלהבת,32.0462877,34.8043824,1,69,1,628,1953
שלהבת,32.0462877,34.8043824,1,69,1,628,1954
שלהבת,32.0462877,34.8043824,1,69,1,628,1955
שלהבת,32.0462877,34.8043824,1,69,1,628,1956
שלהבת,32.0462877,34.8043824,1,69,1,628,1957
שלהבת,32.0462877,34.8043824,1,69,1,628,1958
שלהבת,32.0462877,34.8043824,1,69,1,628,1959
שלהבת,32.0462877,34.8043824,1,69,1,628,1960
שלהבת,32.0462877,34.8043824,1,69,1,628,1961
שלהבת,32.0462877,34.8043824,1,69,1,628,1962
שלהבת,32.0462877,34.8043824,1,69,1,628,1963
שלהבת,32.0462877,34.8043824,1,69,1,628,1964
שלהבת,32.0462877,34.8043824,1,69,1,628,1965
שלהבת,32.0462877,34.8043824,1,69,1,628,1966
שלהבת,32.0462877,34.8043824,1,69,1,628,1967
שלהבת,32.0462877,34.8043824,1,69,1,628,1968
שלהבת,32.0462877,34.8043824,1,69,1,628,1969
שלהבת,32.0462877,34.8043824,1,69,1,628,1970
ששת המופלאים,32.0564885,34.7774583,1,70,6,0,1998
ששת המופלאים,32.0564885,34.7774583,1,70,6,0,1999
תכלת,32.094328,34.7728542,1,71,1,0,1955
תכלת,32.094328,34.7728542,1,71,1,0,1956
תכלת,32.094328,34.7728542,1,71,1,0,1957
תכלת,32.094328,34.7728542,1,71,1,0,1958
תכלת,32.094328,34.7728542,1,71,1,0,1959
תכלת,32.094328,34.7728542,1,71,1,0,1960
תכלת,32.094328,34.7728542,1,71,1,0,1961
תכלת,32.094328,34.7728542,1,71,1,0,1962
תכלת,32.094328,34.7728542,1,71,1,0,1963
תכלת,32.094328,34.7728542,1,71,1,0,1964
תכלת,32.094328,34.7728542,1,71,1,0,1965
תכלת,32.094328,34.7728542,1,71,1,0,1966
תכלת,32.094328,34.7728542,1,71,1,0,1967
תכלת,32.094328,34.7728542,1,71,1,0,1968
תכלת,32.094328,34.7728542,1,71,1,0,1969
תכלת,32.094328,34.7728542,1,71,1,0,1970
תכלת,32.094328,34.7728542,1,71,1,0,1971
תכלת,32.094328,34.7728542,1,71,1,0,1972
תכלת,32.094328,34.7728542,1,71,1,0,1973
תכלת,32.094328,34.7728542,1,71,1,0,1974
תכלת,32.094328,34.7728542,1,71,1,0,1975
תכלת,32.094328,34.7728542,1,71,1,0,1976
תכלת,32.094328,34.7728542,1,71,1,0,1977
תכלת,32.094328,34.7728542,1,71,1,0,1978
תכלת,32.094328,34.7728542,1,71,1,0,1979
תכלת,32.094328,34.7728542,1,71,1,0,1980
תכלת,32.094328,34.7728542,1,71,1,0,1981
תכלת,32.094328,34.7728542,1,71,1,0,1982
תכלת,32.094328,34.7728542,1,71,1,0,1983
תכלת,32.094328,34.7728542,1,71,1,0,1984
תכלת,32.094328,34.7728542,1,71,1,0,1985
תכלת,32.094328,34.7728542,1,71,1,0,1986
תכלת,32.094328,34.7728542,1,71,1,0,1987
תכלת,32.094328,34.7728542,1,71,1,0,1988
תכלת,32.094328,34.7728542,1,71,1,0,1989
תכלת,32.094328,34.7728542,1,71,1,0,1990
תכלת,32.094328,34.7728542,1,71,1,0,1991
תכלת,32.094328,34.7728542,1,71,1,0,1992
תכלת,32.094328,34.7728542,1,71,1,0,1993
תכלת,32.094328,34.7728542,1,71,1,0,1994
תכלת,32.094328,34.7728542,1,71,1,0,1995
תל אביב,32.0770949,34.7709805,1,72,1,0,1957
תל אביב,32.0770949,34.7709805,1,72,1,0,1958
תל אביב,32.0770949,34.7709805,1,72,1,0,1959
תל אביב,32.0770949,34.7709805,1,72,1,0,1960
תל אביב,32.0770949,34.7709805,1,72,1,0,1961
תל אביב,32.0770949,34.7709805,1,72,1,0,1962
תל אביב,32.0770949,34.7709805,1,72,1,0,1963
תל אביב,32.0770949,34.7709805,1,72,1,0,1964
תל אביב,32.0770949,34.7709805,1,72,1,0,1965
תל אביב,32.0770949,34.7709805,1,72,1,0,1966
תל אביב,32.0770949,34.7709805,1,72,1,0,1967
תל אביב,32.0770949,34.7709805,1,72,1,0,1968
תל אביב,32.0770949,34.7709805,1,72,1,0,1969
תל אביב,32.0770949,34.7709805,1,72,1,0,1970
תל אביב,32.0770949,34.7709805,1,72,1,0,1971
תל אביב,32.0770949,34.7709805,1,72,1,0,1972
תל אביב,32.0770949,34.7709805,1,72,1,0,1973
תל אביב,32.0770949,34.7709805,1,72,1,0,1974
תל אביב,32.0770949,34.7709805,1,72,1,0,1975
תל אביב,32.0770949,34.7709805,1,72,1,0,1976
תל אביב,32.0770949,34.7709805,1,72,1,0,1977
תל אביב,32.0770949,34.7709805,1,72,1,0,1978
תל אביב,32.0770949,34.7709805,1,72,1,0,1979
תל אביב,32.0770949,34.7709805,1,72,1,0,1980
תל אביב,32.0770949,34.7709805,1,72,1,0,1981
תל אביב,32.0770949,34.7709805,1,72,1,0,1982
תל אביב,32.0770949,34.7709805,1,72,1,0,1983
תל אביב,32.0770949,34.7709805,1,72,1,0,1984
תל אביב,32.0770949,34.7709805,1,72,1,0,1985
תל אביב,32.0770949,34.7709805,1,72,1,0,1986
תל אביב,32.0770949,34.7709805,1,72,1,0,1987
תל אביב,32.0770949,34.7709805,1,72,1,0,1988
תל אביב,32.0770949,34.7709805,1,72,1,0,1989
תל אביב,32.0770949,34.7709805,1,72,1,0,1990
תל אביב,32.0770949,34.7709805,1,72,1,0,1991
תל אביב,32.0770949,34.7709805,1,72,1,0,1992
תל אביב,32.0770949,34.7709805,1,72,1,0,1993
תל אביב,32.0770949,34.7709805,1,72,1,0,1994
תל אביב,32.0770949,34.7709805,1,72,1,0,1995
תל אביב,32.0770949,34.7709805,1,72,1,0,1996
תל אביב,32.0770949,34.7709805,1,72,1,0,1997
תל אביב,32.0770949,34.7709805,1,72,1,0,1998
תל אביב,32.0770949,34.7709805,1,72,1,0,1999
תל אביב,32.0770949,34.7709805,1,72,1,0,2000
